nmbr,location,lat,lon,carrington_lo,area,z_class,ll,nn,mag_type,date,pixel_x,pixel_y,crop_filename
9793,S15E32,-15,-32,144,20,Cro,5,5,Beta,2002-01-21,256.9371383939613,419.0780606409273,20020121_9793.npy
9794,N11E65,11,-65,111,10,Axx,1,1,Alpha,2002-01-21,69.75585171449382,623.9280264397094,20020121_9794.npy
9781,S04W69,-4,69,231,70,Hsx,2,1,Alpha,2002-01-22,974.0658204161472,492.7657758246506,20020122_9781.npy
9782,N07W62,7,62,224,80,Hax,2,1,Alpha,2002-01-22,947.017986539602,592.3991335959909,20020122_9782.npy
9783,S11W39,-11,39,201,130,Cao,5,5,Beta,2002-01-22,819.1560035000525,450.9185204170212,20020122_9783.npy
9785,N10W53,10,53,215,100,Dso,4,6,Beta,2002-01-22,902.6573715960452,623.7449316468035,20020122_9785.npy
9786,S25W59,-25,59,221,70,Dso,9,4,Beta,2002-01-22,897.6865692781917,323.0573782238074,20020122_9786.npy
9787,S07E32,-7,-32,130,430,Eko,11,7,Beta,2002-01-22,250.1500584745876,488.6334200861576,20020122_9787.npy
9788,N18E13,18,-13,149,160,Dai,8,14,Beta,2002-01-22,405.42906226884384,706.0186275372016,20020122_9788.npy
9789,N17W29,17,29,191,70,Dso,5,10,Beta,2002-01-22,742.5429437535762,693.6230553986696,20020122_9789.npy
9790,N28W02,28,2,164,100,Bxo,4,3,Beta,2002-01-22,527.2306600358762,783.4893597991158,20020122_9790.npy
9791,S03W33,-3,33,195,120,Dso,4,6,Beta,2002-01-22,782.519090561605,522.8704892948829,20020122_9791.npy
9793,S15E19,-15,-19,143,50,Dso,6,8,Beta,2002-01-22,355.3574924639684,423.9254697697246,20020122_9793.npy
9794,N11E51,11,-51,111,20,Bxo,4,2,Beta,2002-01-22,132.6391306273585,633.4253568778803,20020122_9794.npy
9781,S06W82,-6,82,231,50,Hsx,1,1,Alpha,2002-01-23,999.8423412581208,465.9194360902012,20020123_9781.npy
9782,N08W75,8,75,224,90,Hsx,2,1,Alpha,2002-01-23,986.0670112843104,591.6547236272723,20020123_9782.npy
9783,S10W52,-10,52,201,140,Dao,4,10,Beta,2002-01-23,897.3724972061907,452.9065778812196,20020123_9783.npy
9785,N13W66,13,66,215,90,Dso,3,2,Beta,2002-01-23,953.4666418467866,640.476434811605,20020123_9785.npy
9786,S26W73,-26,73,222,50,Hsx,1,1,Alpha,2002-01-23,938.063968634529,306.5611671702411,20020123_9786.npy
9787,S06E19,-6,-19,130,400,Dko,7,13,Beta-Gamma,2002-01-23,350.63000252982,502.3469522979059,20020123_9787.npy
9788,N18E00,18,0,149,200,Dai,10,18,Beta-Gamma,2002-01-23,511.8158269351365,707.7961971374309,20020123_9788.npy
9789,N18W42,18,42,191,10,Cro,4,4,Beta,2002-01-23,828.0883944604193,696.4224678076312,20020123_9789.npy
9790,N29W15,29,15,164,10,Cso,3,3,Beta,2002-01-23,624.3745266151335,789.9142129395691,20020123_9790.npy
9791,S02W46,-2,46,195,70,Dao,6,10,Beta,2002-01-23,869.140930441022,525.5869682631077,20020123_9791.npy
9793,S12E01,-12,-1,144,20,Cso,4,5,Beta,2002-01-23,503.3280729407355,452.7892911170901,20020123_9793.npy
9781,S03W95,-3,95,231,30,Hax,2,1,Alpha,2002-01-24,1004.0139971533222,481.4300168486571,20020124_9781.npy
9782,N08W88,8,88,224,60,Hax,2,1,Alpha,2002-01-24,1001.7611676994904,581.5153259143577,20020124_9782.npy
9783,S11W65,-11,65,201,140,Dao,5,8,Beta,2002-01-24,953.2639795803718,436.09538342930114,20020124_9783.npy
9784,S28W73,-28,73,211,30,Cao,4,3,Beta,2002-01-24,930.433530236766,291.2302429843945,20020124_9784.npy
9785,N31W79,31,79,215,80,Hsx,2,1,Alpha,2002-01-24,928.5507105596486,773.0430793997755,20020124_9785.npy
9786,S24W86,-24,86,222,60,Hax,2,1,Alpha,2002-01-24,963.124220834834,313.43241690430847,20020124_9786.npy
9787,S07E06,-7,-6,130,440,Dki,8,10,Beta-Gamma,2002-01-24,460.1757285989406,496.6285712186989,20020124_9787.npy
9788,N17W14,17,14,150,170,Eai,11,20,Beta-Gamma,2002-01-24,626.9261875627282,699.1235768897997,20020124_9788.npy
9789,N26W55,26,55,191,10,Hrx,1,1,Alpha,2002-01-24,877.2193569016849,751.8523454388845,20020124_9789.npy
9790,N29W28,29,28,164,0,Axx,0,1,Alpha,2002-01-24,715.8794919833822,787.0265136704522,20020124_9790.npy
9791,S02W59,-2,59,195,60,Dso,7,5,Beta,2002-01-24,937.098507481766,517.7917495388838,20020124_9791.npy
9792,S03W16,-3,16,152,10,Bxo,3,5,Beta,2002-01-24,648.8356941385639,529.8165915298056,20020124_9792.npy
9793,S14W10,-14,10,146,20,Cso,5,8,Beta,2002-01-24,595.6901985156578,435.6495574658593,20020124_9793.npy
9794,N12E23,12,-23,113,10,Hsx,1,2,Alpha,2002-01-24,321.60751387320704,656.0188801071613,20020124_9794.npy
9795,N23W60,23,60,199,40,Dso,4,3,Beta,2002-01-24,907.3545654130088,725.6862802705475,20020124_9795.npy
9796,N09E18,9,-18,118,30,Cso,5,4,Beta,2002-01-24,359.90128878335645,632.340788876072,20020124_9796.npy
9797,S16E32,-16,-32,104,20,Hsx,1,2,Alpha,2002-01-24,258.3176998352829,412.53345815031264,20020124_9797.npy
9798,S03E42,-3,-42,94,20,Cso,6,4,Beta,2002-01-24,179.41363345730645,519.764196457933,20020124_9798.npy
9799,S25E54,-25,-54,82,20,Bxo,4,2,Beta,2002-01-24,147.28036316578584,326.8971366479519,20020124_9799.npy
9783,S12W79,-12,79,202,170,Cao,6,6,Beta,2002-01-25,987.8479192196426,417.3510731228222,20020125_9783.npy
9784,S34W80,-34,80,203,50,Hsx,1,1,Alpha,2002-01-25,916.520703434992,241.9349785332653,20020125_9784.npy
9785,N08W92,8,92,215,60,Hax,3,2,Alpha,2002-01-25,1001.7460204098,578.2606231973118,20020125_9785.npy
9787,S06W06,-6,6,129,470,Dko,10,10,Beta,2002-01-25,563.8989913565783,506.0461139397959,20020125_9787.npy
9788,N18W30,18,30,153,150,Eao,12,10,Beta,2002-01-25,748.5413336962746,702.9996910463205,20020125_9788.npy
9791,S04W78,-4,78,201,40,Hsx,2,1,Alpha,2002-01-25,995.6091682974233,486.5330932449848,20020125_9791.npy
9793,S14W23,-14,23,146,30,Dso,4,4,Beta,2002-01-25,700.7492120148329,433.45649538580767,20020125_9793.npy
9794,N13E10,13,-10,113,10,Hsx,0,1,Alpha,2002-01-25,427.92434876323057,667.9144221872832,20020125_9794.npy
9795,N21W80,21,80,203,100,Dso,9,4,Beta,2002-01-25,967.4395569409828,695.7194327655357,20020125_9795.npy
9796,N09E03,9,-3,120,20,Cro,7,5,Beta,2002-01-25,486.4165009769291,635.2403253559505,20020125_9796.npy
9798,S02E30,-2,-30,93,50,Cro,6,7,Beta,2002-01-25,263.46792460429947,534.7580356533356,20020125_9798.npy
9799,S23E43,-23,-43,80,30,Cso,4,2,Beta,2002-01-25,199.8603249256646,349.60607622884345,20020125_9799.npy
9783,S12W90,-12,90,200,60,Hax,3,1,Alpha,2002-01-26,996.2364728131774,408.7145997393617,20020126_9783.npy
9784,S34W90,-34,90,200,50,Bxo,1,2,Beta,2002-01-26,922.426169182585,235.4408271805853,20020126_9784.npy
9787,S09W21,-9,21,131,400,Dko,6,8,Beta,2002-01-26,688.386407282553,477.8502042555248,20020126_9787.npy
9788,N17W43,17,43,153,120,Dao,6,11,Beta,2002-01-26,836.2305949501094,689.2699327370597,20020126_9788.npy
9790,N28W55,28,55,165,10,Bxo,3,3,Beta,2002-01-26,871.0585046319072,767.4137952004521,20020126_9790.npy
9793,S14W38,-14,38,148,10,Cso,4,3,Beta,2002-01-26,809.1940288155388,428.0273058724082,20020126_9793.npy
9794,N13W03,13,3,113,90,Dao,4,4,Beta,2002-01-26,537.6649084666014,669.2226695195216,20020126_9794.npy
9795,N18W86,18,86,196,30,Hax,1,1,Alpha,2002-01-26,981.7490212702518,666.8142526345728,20020126_9795.npy
9796,N09W08,9,8,118,40,Cao,5,6,Beta,2002-01-26,580.7016671106117,635.5246003099996,20020126_9796.npy
9798,S02E15,-2,-15,95,60,Cao,4,9,Beta,2002-01-26,383.5479552239197,540.1600360864359,20020126_9798.npy
9799,S23E29,-23,-29,81,70,Cao,4,5,Beta,2002-01-26,290.19788362050247,356.3321838256351,20020126_9799.npy
9800,N07E63,7,-63,47,130,Dao,8,10,Beta,2002-01-26,72.88746246085685,593.0676418150952,20020126_9800.npy
9801,S03E77,-3,-77,33,50,Cso,6,3,Beta,2002-01-26,29.19081877316154,496.236755064939,20020126_9801.npy
9787,S09W33,-9,33,130,410,Dko,10,12,Beta,2002-01-27,779.5110417376247,473.98149368882736,20020127_9787.npy
9788,N15W57,15,57,154,190,Dao,10,17,Beta,2002-01-27,913.9753510261112,664.6065188298828,20020127_9788.npy
9790,N27W69,27,69,166,10,Axx,1,1,Alpha,2002-01-27,924.1635634459376,750.7938793275232,20020127_9790.npy
9793,S15W50,-15,50,147,20,Hsx,1,1,Alpha,2002-01-27,879.4709867783462,413.32983121520977,20020127_9793.npy
9794,N12W17,12,17,114,50,Dso,5,5,Beta,2002-01-27,654.3375495933824,659.5800773227593,20020127_9794.npy
9797,S18W12,-18,12,109,10,Bxo,3,3,Beta,2002-01-27,610.4514404003555,403.360504838988,20020127_9797.npy
9798,S01E01,-1,-1,96,10,Bxo,3,2,Beta,2002-01-27,503.4235414692177,551.1474423852428,20020127_9798.npy
9799,S24E15,-24,-15,82,150,Cko,6,9,Beta,2002-01-27,394.380534669701,352.7060267231252,20020127_9799.npy
9800,N08E49,8,-49,48,230,Dsi,10,27,Beta,2002-01-27,140.50639899434674,611.642172658603,20020127_9800.npy
9801,S03E64,-3,-64,33,100,Cao,4,2,Beta,2002-01-27,66.12505532453878,506.7020870286371,20020127_9801.npy
9802,S13E72,-13,-72,25,140,Dao,8,5,Beta,2002-01-27,51.82648906387578,414.8718435300227,20020127_9802.npy
9787,S08W48,-8,48,131,450,Cko,5,5,Beta,2002-01-28,877.2962542109117,474.97720760312507,20020128_9787.npy
9788,N17W70,17,70,153,120,Dao,9,12,Beta,2002-01-28,957.0612640360064,671.5807994022086,20020128_9788.npy
9793,S14W66,-14,66,149,10,Bxo,3,3,Beta,2002-01-28,951.308032108814,411.1269369504364,20020128_9793.npy
9794,N13W30,13,30,113,40,Cso,5,5,Beta,2002-01-28,754.0292003018959,664.0434058851704,20020128_9794.npy
9798,S02W13,-2,13,96,20,Cro,4,5,Beta,2002-01-28,623.7648719535389,541.8991206638243,20020128_9798.npy
9799,S24E03,-24,-3,80,100,Dao,5,7,Beta,2002-01-28,488.0569752661477,354.7963173156296,20020128_9799.npy
9800,N07E35,7,-35,48,330,Eai,12,35,Beta,2002-01-28,228.7119734106652,611.6063827001442,20020128_9800.npy
9801,S03E50,-3,-50,33,110,Dao,4,3,Beta,2002-01-28,131.5475573873436,517.0227742412666,20020128_9801.npy
9802,S15E60,-15,-60,23,230,Dso,9,10,Beta,2002-01-28,96.1516406853798,407.2111620160699,20020128_9802.npy
9803,S24W47,-24,47,130,30,Cso,3,4,Beta,2002-01-28,843.5594474516449,340.7519126656532,20020128_9803.npy
9787,S08W60,-8,60,130,420,Dko,6,8,Beta,2002-01-29,937.337567555808,467.1224171325392,20020129_9787.npy
9788,N18W85,18,85,155,60,Dso,7,3,Beta,2002-01-29,980.5353490163608,667.6512656740183,20020129_9788.npy
9794,N14W44,14,44,114,20,Cro,6,5,Beta,2002-01-29,846.6565070865003,665.5831440202553,20020129_9794.npy
9798,S03W22,-3,22,92,10,Cso,9,4,Beta,2002-01-29,698.0854154719208,531.5214879455167,20020129_9798.npy
9799,S24W10,-24,10,80,90,Dao,6,8,Beta,2002-01-29,590.8895811200528,354.8230866522172,20020129_9799.npy
9800,N07E23,7,-23,47,550,Ekc,12,36,Beta-Gamma,2002-01-29,319.1018344162054,617.1859463072539,20020129_9800.npy
9801,S03E38,-3,-38,32,90,Dso,3,3,Beta,2002-01-29,206.2410597712365,524.6794830052997,20020129_9801.npy
9802,S16E49,-16,-49,21,330,Eko,12,14,Beta-Gamma,2002-01-29,151.31714342392462,406.5276555407124,20020129_9802.npy
9803,S25W60,-25,60,130,30,Dso,5,3,Beta,2002-01-29,901.177661310022,325.04980300734815,20020129_9803.npy
9804,S19E27,-19,-27,43,20,Axx,1,1,Alpha,2002-01-29,298.4525396285576,392.2382423967586,20020129_9804.npy
9805,N14E64,14,-64,6,10,Hrx,1,1,Alpha,2002-01-29,78.81449958771026,651.9787910146455,20020129_9805.npy
9806,N11E70,11,-70,0,40,Hsx,2,1,Alpha,2002-01-29,53.94082870795279,622.2510810142362,20020129_9806.npy
9787,S07W73,-7,73,130,380,Dho,5,5,Beta,2002-01-30,982.3003328270352,465.7264012297912,20020130_9787.npy
9794,N14W59,14,59,116,20,Hsx,2,2,Alpha,2002-01-30,924.5964546228312,655.8708902328362,20020130_9794.npy
9798,S02W39,-2,39,96,10,Axx,1,2,Alpha,2002-01-30,824.6960513142258,533.1994575132969,20020130_9798.npy
9799,S23W23,-23,23,80,70,Dso,7,6,Beta,2002-01-30,691.0299374911255,360.77521974522085,20020130_9799.npy
9800,N07E10,7,-10,47,600,Fkc,16,52,Beta-Gamma-Delta,2002-01-30,426.5716734929389,621.021626106349,20020130_9800.npy
9801,S03E23,-3,-23,33,110,Dso,4,5,Beta,2002-01-30,318.1841873786076,531.8885968550381,20020130_9801.npy
9802,S16E36,-16,-36,21,390,Eki,11,20,Beta-Gamma,2002-01-30,231.2520917937494,414.3270252206059,20020130_9802.npy
9803,S24W73,-24,73,130,60,Dso,6,5,Beta,2002-01-30,944.8264298554312,324.034286470853,20020130_9803.npy
9804,S19E13,-19,-13,44,10,Axx,2,2,Alpha,2002-01-30,406.4525343684819,396.7650534738843,20020130_9804.npy
9805,N14E51,14,-51,6,40,Dso,5,4,Beta,2002-01-30,137.5042923799972,661.6994478397288,20020130_9805.npy
9806,N10E57,10,-57,0,30,Hsx,2,1,Alpha,2002-01-30,101.87387928161051,624.20081929542,20020130_9806.npy
9787,S07W89,-7,89,133,190,Dso,5,2,Beta,2002-01-31,1002.9153203840374,452.07940687472666,20020131_9787.npy
9799,S23W35,-23,35,79,40,Cso,5,6,Beta,2002-01-31,774.6899799353428,356.64454791349146,20020131_9799.npy
9800,N08W03,8,3,47,600,Fkc,16,52,Beta-Gamma,2002-01-31,538.3260329737218,630.7590221607782,20020131_9800.npy
9801,S04E12,-4,-12,32,80,Dso,4,7,Beta,2002-01-31,409.3628158882077,526.7427554055802,20020131_9801.npy
9802,S17E22,-17,-22,22,510,Eac,12,41,Beta-Gamma-Delta,2002-01-31,334.29322104573,412.0847976969361,20020131_9802.npy
9803,S24W84,-24,84,128,40,Cso,6,2,Beta,2002-01-31,961.7060699373822,315.65455876089584,20020131_9803.npy
9805,N14E39,14,-39,5,10,Cso,4,4,Beta,2002-01-31,208.91294763227015,669.4767783662556,20020131_9805.npy
9806,N10E44,10,-44,0,40,Hsx,1,1,Alpha,2002-01-31,172.419375226037,633.3898509118943,20020131_9806.npy
9807,S27E74,-27,-74,330,160,Eso,14,5,Beta,2002-01-31,87.09189420280529,300.0484728047862,20020131_9807.npy
9799,S23W49,-23,49,80,20,Bxo,3,3,Beta,2002-02-01,857.0793094294665,349.48898480810226,20020201_9799.npy
9800,N07W18,7,18,49,570,Fkc,16,52,Beta-Gamma,2002-02-01,665.0121894056473,620.4165362195545,20020201_9800.npy
9801,S04W02,-4,2,33,100,Dso,5,8,Beta,2002-02-01,529.8797814468094,528.4301524144119,20020201_9801.npy
9802,S16E09,-16,-9,22,650,Ekc,13,49,Beta-Gamma-Delta,2002-02-01,437.7180526083182,424.1496085467768,20020201_9802.npy
9804,S19W13,-19,13,44,20,Bxo,2,4,Beta,2002-02-01,618.2486541893994,397.9636364608988,20020201_9804.npy
9805,N12E30,12,-30,1,30,Cso,4,5,Beta,2002-02-01,269.32142979727786,657.9776755069147,20020201_9805.npy
9806,N12E31,12,-31,0,50,Cao,3,4,Beta,2002-02-01,262.01115944603555,657.5252437267975,20020201_9806.npy
9807,S26E64,-26,-64,327,370,Eko,12,7,Beta,2002-02-01,111.11187215024457,315.47974716077084,20020201_9807.npy
9808,N15E54,15,-54,337,30,Cso,3,4,Beta,2002-02-01,124.21304784930857,668.5141856114726,20020201_9808.npy
9809,S06E68,-6,-68,323,130,Dso,5,2,Beta,2002-02-01,54.51884788549921,479.1111792158892,20020201_9809.npy
9799,S24W62,-24,62,79,20,Axx,1,1,Alpha,2002-02-02,912.0458140112088,332.9852574506779,20020202_9799.npy
9800,N08W31,8,31,48,570,Fac,17,50,Beta-Gamma,2002-02-02,765.8612548933795,624.4745082152118,20020202_9800.npy
9801,S03W16,-3,16,33,110,Cso,5,10,Beta,2002-02-02,649.4173681262862,535.6952195134571,20020202_9801.npy
9802,S15W05,-15,5,22,780,Ekc,14,64,Beta-Gamma-Delta,2002-02-02,554.4124598453743,433.7269566693715,20020202_9802.npy
9804,S17W26,-17,26,43,30,Cao,6,3,Beta,2002-02-02,720.8033475373035,411.7570024496088,20020202_9804.npy
9806,N11E17,11,-17,0,40,Hsx,2,2,Alpha,2002-02-02,369.83441743952585,654.8591519161755,20020202_9806.npy
9807,S27E51,-27,-51,326,320,Eai,13,13,Beta-Gamma,2002-02-02,168.31118239008242,316.62457552064143,20020202_9807.npy
9808,N16E41,16,-41,336,60,Cao,4,8,Beta,2002-02-02,199.060173388804,685.4915771424363,20020202_9808.npy
9809,S06E55,-6,-55,322,120,Dao,5,3,Beta,2002-02-02,107.7009079789309,489.6665040298943,20020202_9809.npy
9810,N10E81,10,-81,296,110,Hax,2,2,Alpha,2002-02-02,29.778059722456987,605.0294115382151,20020202_9810.npy
9800,N10W44,10,44,48,490,Eai,15,28,Beta-Gamma,2002-02-03,852.0109312838781,634.4356757343355,20020203_9800.npy
9801,S04W29,-4,29,33,110,Cso,5,5,Beta,2002-02-03,752.8971856448733,522.9808885126771,20020203_9801.npy
9802,S14W18,-14,18,22,660,Fkc,16,55,Beta-Gamma-Delta,2002-02-03,661.6700292875689,440.5696104571186,20020203_9802.npy
9806,N11E03,11,-3,0,50,Dso,5,4,Beta,2002-02-03,487.13769206221485,657.5788478824472,20020203_9806.npy
9807,S27E38,-27,-38,326,210,Eai,13,16,Beta-Gamma,2002-02-03,239.8578513839932,324.3422338535874,20020203_9807.npy
9808,N16E28,16,-28,336,50,Cao,5,6,Beta,2002-02-03,288.28911123454327,692.4817463372865,20020203_9808.npy
9809,S06E42,-6,-42,322,120,Dso,6,3,Beta,2002-02-03,181.8396876923536,498.8998196378468,20020203_9809.npy
9810,N09E68,9,-68,296,200,Cso,4,2,Beta,2002-02-03,57.89483938400002,608.103077725676,20020203_9810.npy
9811,S27E83,-27,-83,281,90,Hax,2,1,Alpha,2002-02-03,73.53385877951632,293.595779327976,20020203_9811.npy
9812,N12W16,12,16,20,10,Dso,3,2,Beta,2002-02-03,646.6470542271163,663.8385419383546,20020203_9812.npy
9800,N10W58,10,58,50,320,Fai,17,24,Beta-Gamma,2002-02-04,926.3725559132646,624.7401801639472,20020204_9800.npy
9801,S04W41,-4,41,33,80,Hsx,2,1,Alpha,2002-02-04,837.4507541527515,517.0817336898901,20020204_9801.npy
9802,S14W31,-14,31,23,560,Eki,14,54,Beta-Gamma-Delta,2002-02-04,760.8337120530755,436.2803064770634,20020204_9802.npy
9806,N11W08,11,8,360,40,Dso,4,4,Beta,2002-02-04,580.6323341102061,657.6698211481275,20020204_9806.npy
9807,S27E26,-27,-26,326,120,Esi,13,26,Beta,2002-02-04,318.4226950684117,330.0061528083568,20020204_9807.npy
9808,N17E15,17,-15,337,30,Dso,6,10,Beta,2002-02-04,389.6559620384881,705.2755145037752,20020204_9808.npy
9809,S06E29,-6,-29,323,60,Dso,6,5,Beta,2002-02-04,272.98800860727874,506.3326203955504,20020204_9809.npy
9810,N09E55,9,-55,297,200,Cao,4,3,Beta,2002-02-04,110.75360319402392,618.9027890411492,20020204_9810.npy
9811,S27E70,-27,-70,282,120,Cso,8,4,Beta,2002-02-04,96.7890699128318,304.01086144250127,20020204_9811.npy
9812,N12W29,12,29,21,30,Dso,5,5,Beta,2002-02-04,748.1561711465007,659.747390879242,20020204_9812.npy
9813,S24W13,-24,13,5,10,Hsx,1,2,Alpha,2002-02-04,614.7552784841014,357.9793267197715,20020204_9813.npy
9814,N07E15,7,-15,337,10,Bxo,4,4,Beta,2002-02-04,385.0100268835623,622.9403800240389,20020204_9814.npy
9815,N12E70,12,-70,282,80,Hsx,3,1,Alpha,2002-02-04,56.32959960250821,631.7790894976791,20020204_9815.npy
9800,N10W73,10,73,52,250,Dao,8,5,Beta,2002-02-05,978.179966153556,612.2471538219222,20020205_9800.npy
9801,S04W54,-4,54,33,80,Hsx,2,1,Alpha,2002-02-05,912.4766439224206,508.48824701212703,20020205_9801.npy
9802,S14W44,-14,44,23,640,Fki,17,57,Beta-Gamma-Delta,2002-02-05,846.8422065394166,429.570400058086,20020205_9802.npy
9806,N12W21,12,21,360,30,Cso,4,3,Beta,2002-02-05,686.6833943875174,663.3777856857505,20020205_9806.npy
9807,S27E13,-27,-13,326,90,Eai,14,27,Beta,2002-02-05,412.8443697961279,334.0768350657862,20020205_9807.npy
9808,N17E02,17,-2,337,50,Dso,7,7,Beta,2002-02-05,495.9868776683833,707.4869672921058,20020205_9808.npy
9809,S06E16,-6,-16,323,100,Dso,9,6,Beta,2002-02-05,376.3159672351606,511.46964360477614,20020205_9809.npy
9810,N09E42,9,-42,297,230,Dao,4,4,Beta,2002-02-05,184.14222143843895,628.3230968060659,20020205_9810.npy
9811,S28E57,-28,-57,282,290,Dao,7,7,Beta,2002-02-05,144.57847265278542,305.9387348376078,20020205_9811.npy
9812,N12W42,12,42,21,30,Dro,5,4,Beta,2002-02-05,837.1630382560948,653.1299138135745,20020205_9812.npy
9813,S24W26,-24,26,5,10,Axx,0,1,Alpha,2002-02-05,711.3397703001011,354.81985296099435,20020205_9813.npy
9814,N07E02,7,-2,337,10,Hrx,0,1,Alpha,2002-02-05,495.4058708415936,625.2475795582714,20020205_9814.npy
9815,N10E57,10,-57,282,80,Hax,2,2,Alpha,2002-02-05,102.31106650188724,626.0554507952168,20020205_9815.npy
9816,S13W33,-13,33,12,80,Dao,4,9,Beta,2002-02-05,775.9927981144743,444.3728586480321,20020205_9816.npy
9800,N06W89,6,89,55,140,Dao,4,3,Beta,2002-02-06,,,
9801,S04W71,-4,71,37,70,Hsx,1,1,Alpha,2002-02-06,,,
9802,S15W56,-15,56,22,500,Eai,15,44,Beta-Gamma-Delta,2002-02-06,,,
9806,N11W36,11,36,2,30,Hsx,1,1,Alpha,2002-02-06,,,
9807,S25E01,-25,-1,325,120,Eao,13,18,Beta,2002-02-06,,,
9808,N17W13,17,13,339,60,Dao,8,13,Beta,2002-02-06,,,
9809,S06E03,-6,-3,323,100,Dso,9,7,Beta,2002-02-06,,,
9810,N10E26,10,-26,300,190,Dko,4,3,Beta,2002-02-06,,,
9811,S25E45,-25,-45,281,240,Dao,7,12,Beta,2002-02-06,,,
9812,N13W57,13,57,23,20,Cro,3,2,Beta,2002-02-06,,,
9814,N07W13,7,13,339,10,Axx,1,2,Alpha,2002-02-06,,,
9815,N12E43,12,-43,283,70,Cao,3,3,Beta,2002-02-06,,,
9816,S12W46,-12,46,12,150,Dso,5,11,Beta,2002-02-06,,,
9817,S07E23,-7,-23,303,20,Bxo,3,3,Beta,2002-02-06,,,
9818,N06E54,6,-54,272,20,Axx,0,1,Alpha,2002-02-06,,,
9819,S29E68,-29,-68,258,50,Hsx,1,2,Alpha,2002-02-06,,,
9801,S02W86,-2,86,38,70,Hsx,2,1,Alpha,2002-02-07,,,
9802,S13W68,-13,68,20,310,Eai,13,17,Beta-Gamma,2002-02-07,,,
9806,N12W49,12,49,1,20,Hsx,1,1,Alpha,2002-02-07,,,
9807,S27W11,-27,11,323,30,Cao,12,9,Beta,2002-02-07,,,
9808,N17W26,17,26,338,60,Dao,6,13,Beta,2002-02-07,,,
9809,S04W11,-4,11,323,90,Dso,6,8,Beta,2002-02-07,,,
9810,N11E13,11,-13,299,130,Cao,4,6,Beta,2002-02-07,,,
9811,S25E32,-25,-32,280,200,Dao,6,12,Beta,2002-02-07,,,
9812,N11W69,11,69,21,0,Axx,0,1,Alpha,2002-02-07,,,
9815,N12E30,12,-30,282,100,Cao,3,7,Beta,2002-02-07,,,
9816,S11W58,-11,58,10,60,Dao,3,4,Beta,2002-02-07,,,
9817,S06E07,-6,-7,305,0,Axx,0,1,Alpha,2002-02-07,,,
9818,N07E40,7,-40,272,10,Axx,2,2,Alpha,2002-02-07,,,
9819,S30E57,-30,-57,255,50,Cao,3,4,Beta,2002-02-07,,,
9802,S14W80,-14,80,19,110,Dso,9,8,Beta,2002-02-08,,,
9806,N13W63,13,63,2,30,Hsx,1,1,Alpha,2002-02-08,,,
9807,S27W22,-27,22,321,20,Cso,10,8,Beta,2002-02-08,,,
9808,N18W40,18,40,339,70,Dso,6,8,Beta,2002-02-08,,,
9809,S05W24,-5,24,323,80,Dso,7,7,Beta,2002-02-08,,,
9810,N10E01,10,-1,298,170,Hax,3,3,Alpha,2002-02-08,,,
9811,S26E20,-26,-20,279,140,Dao,6,11,Beta,2002-02-08,,,
9815,N12E17,12,-17,282,80,Cao,5,10,Beta,2002-02-08,,,
9816,S11W70,-11,70,9,30,Cso,4,4,Beta,2002-02-08,,,
9819,S31E43,-31,-43,256,30,Cso,5,5,Beta,2002-02-08,,,
9820,N15E46,15,-46,253,20,Cso,4,3,Beta,2002-02-08,,,
9802,S15W92,-15,92,18,50,Dao,10,3,Beta,2002-02-09,,,
9806,N14W78,14,78,4,30,Hsx,3,2,Alpha,2002-02-09,,,
9807,S27W34,-27,34,320,10,Cso,8,7,Beta,2002-02-09,,,
9808,N18W54,18,54,340,30,Cso,5,5,Beta,2002-02-09,,,
9809,S04W38,-4,38,324,60,Dso,6,5,Beta,2002-02-09,,,
9810,N11W14,11,14,300,130,Dao,5,10,Beta,2002-02-09,,,
9811,S26E06,-26,-6,280,140,Dao,6,12,Beta,2002-02-09,,,
9814,N08W51,8,51,337,20,Cso,3,3,Beta,2002-02-09,,,
9815,N11E02,11,-2,284,60,Dao,6,13,Beta,2002-02-09,,,
9816,S13W85,-13,85,11,30,Cso,5,3,Beta,2002-02-09,,,
9819,S30E33,-30,-33,253,20,Cro,3,4,Beta,2002-02-09,,,
9820,N15E30,15,-30,256,20,Hsx,2,2,Alpha,2002-02-09,,,
9821,S14E16,-14,-16,270,30,Dso,5,11,Beta,2002-02-09,,,
9822,N18E69,18,-69,217,150,Dao,9,9,Beta,2002-02-09,,,
9808,N17W67,17,67,340,10,Axx,2,3,Alpha,2002-02-10,,,
